datetime;date;indeks;price;volume;rfnbo_cutoff;day_of_month;month;year
03-02-2020;03.02.2020;t3pa;23.2;2717500;8.35;03;02;2020
04-02-2020;04.02.2020;t3pa;23.33;2717500;8.40;04;02;2020
06-02-2020;06.02.2020;t3pa;23.4;2717500;8.42;06;02;2020
07-02-2020;07.02.2020;t3pa;23.17;2363000;8.34;07;02;2020
10-02-2020;10.02.2020;t3pa;22.91;2717500;8.25;10;02;2020
11-02-2020;11.02.2020;t3pa;23.15;2717500;8.33;11;02;2020
12-02-2020;12.02.2020;t3pa;23.35;5332000;8.41;12;02;2020
13-02-2020;13.02.2020;t3pa;23.52;2717500;8.47;13;02;2020
14-02-2020;14.02.2020;t3pa;24.27;2363000;8.74;14;02;2020
17-02-2020;17.02.2020;t3pa;24.11;2717500;8.68;17;02;2020
18-02-2020;18.02.2020;t3pa;24.8;2717500;8.93;18;02;2020
20-02-2020;20.02.2020;t3pa;25.5;2717500;9.18;20;02;2020
21-02-2020;21.02.2020;t3pa;25.15;2363000;9.05;21;02;2020
24-02-2020;24.02.2020;t3pa;24.64;2717500;8.87;24;02;2020
25-02-2020;25.02.2020;t3pa;24.32;2717500;8.76;25;02;2020
26-02-2020;26.02.2020;t3pa;23.85;5332000;8.59;26;02;2020
27-02-2020;27.02.2020;t3pa;23.8;2717500;8.57;27;02;2020
28-02-2020;28.02.2020;t3pa;23.46;2363000;8.45;28;02;2020
02-03-2020;02.03.2020;t3pa;23.96;2717500;8.63;02;03;2020
03-03-2020;03.03.2020;t3pa;23.26;2717500;8.37;03;03;2020
05-03-2020;05.03.2020;t3pa;23.9;2717500;8.60;05;03;2020
06-03-2020;06.03.2020;t3pa;23.36;2363000;8.41;06;03;2020
09-03-2020;09.03.2020;t3pa;22.65;2717500;8.15;09;03;2020
10-03-2020;10.03.2020;t3pa;23.76;2717500;8.55;10;03;2020
11-03-2020;11.03.2020;t3pa;23.63;5332000;8.51;11;03;2020
12-03-2020;12.03.2020;t3pa;22.85;2717500;8.23;12;03;2020
13-03-2020;13.03.2020;t3pa;22.78;2363000;8.20;13;03;2020
16-03-2020;16.03.2020;t3pa;20.64;2717500;7.43;16;03;2020
19-03-2020;19.03.2020;t3pa;16.03;3396500;5.77;19;03;2020
20-03-2020;20.03.2020;t3pa;16.35;2363000;5.89;20;03;2020
23-03-2020;23.03.2020;t3pa;14.6;3396500;5.26;23;03;2020
24-03-2020;24.03.2020;t3pa;16.25;3396500;5.85;24;03;2020
25-03-2020;25.03.2020;t3pa;16.95;5332000;6.10;25;03;2020
26-03-2020;26.03.2020;t3pa;16.3;3398000;5.87;26;03;2020
27-03-2020;27.03.2020;t3pa;16.55;2363000;5.96;27;03;2020
30-03-2020;30.03.2020;t3pa;16.32;2717500;5.88;30;03;2020
31-03-2020;31.03.2020;t3pa;17.4;2717500;6.26;31;03;2020
02-04-2020;02.04.2020;t3pa;17.52;2717500;6.31;02;04;2020
03-04-2020;03.04.2020;t3pa;17.9;2363000;6.44;03;04;2020
06-04-2020;06.04.2020;t3pa;18.36;2717500;6.61;06;04;2020
07-04-2020;07.04.2020;t3pa;21.11;2717500;7.60;07;04;2020
08-04-2020;08.04.2020;t3pa;20.07;5332000;7.23;08;04;2020
09-04-2020;09.04.2020;t3pa;21.4;2717500;7.70;09;04;2020
14-04-2020;14.04.2020;t3pa;20.17;2717500;7.26;14;04;2020
16-04-2020;16.04.2020;t3pa;20.1;2717500;7.24;16;04;2020
17-04-2020;17.04.2020;t3pa;21.87;2363000;7.87;17;04;2020
20-04-2020;20.04.2020;t3pa;21.24;2717000;7.65;20;04;2020
21-04-2020;21.04.2020;t3pa;20.4;2717000;7.34;21;04;2020
22-04-2020;22.04.2020;t3pa;19.75;5332000;7.11;22;04;2020
23-04-2020;23.04.2020;t3pa;20.24;2717000;7.29;23;04;2020
24-04-2020;24.04.2020;t3pa;20.49;2363000;7.38;24;04;2020
27-04-2020;27.04.2020;t3pa;20.4;2717000;7.34;27;04;2020
28-04-2020;28.04.2020;t3pa;19.99;2717000;7.20;28;04;2020
30-04-2020;30.04.2020;t3pa;19.97;2717000;7.19;30;04;2020
05-05-2020;05.05.2020;t3pa;19.01;2717000;6.84;05;05;2020
06-05-2020;06.05.2020;t3pa;18.85;5332000;6.79;06;05;2020
07-05-2020;07.05.2020;t3pa;19;2717000;6.84;07;05;2020
08-05-2020;08.05.2020;t3pa;19.38;2363000;6.98;08;05;2020
11-05-2020;11.05.2020;t3pa;18.81;2717000;6.77;11;05;2020
12-05-2020;12.05.2020;t3pa;18.72;2717000;6.74;12;05;2020
14-05-2020;14.05.2020;t3pa;18.37;2717000;6.61;14;05;2020
15-05-2020;15.05.2020;t3pa;19.02;2363000;6.85;15;05;2020
18-05-2020;18.05.2020;t3pa;19.3;2717000;6.95;18;05;2020
19-05-2020;19.05.2020;t3pa;20.02;2717000;7.21;19;05;2020
20-05-2020;20.05.2020;t3pa;20.11;5332000;7.24;20;05;2020
26-05-2020;26.05.2020;t3pa;21.45;2717000;7.72;26;05;2020
28-05-2020;28.05.2020;t3pa;20.95;2717000;7.54;28;05;2020
29-05-2020;29.05.2020;t3pa;21.7;2363000;7.81;29;05;2020
02-06-2020;02.06.2020;t3pa;21.15;2717000;7.61;02;06;2020
03-06-2020;03.06.2020;t3pa;21.98;5332000;7.91;03;06;2020
04-06-2020;04.06.2020;t3pa;21.77;2717000;7.84;04;06;2020
05-06-2020;05.06.2020;t3pa;22.5;2363000;8.10;05;06;2020
08-06-2020;08.06.2020;t3pa;22.66;2717000;8.16;08;06;2020
09-06-2020;09.06.2020;t3pa;22.3;2717000;8.03;09;06;2020
11-06-2020;11.06.2020;t3pa;22.2;2717000;7.99;11;06;2020
12-06-2020;12.06.2020;t3pa;22.15;2363000;7.97;12;06;2020
15-06-2020;15.06.2020;t3pa;21.8;2717000;7.85;15;06;2020
16-06-2020;16.06.2020;t3pa;22.87;2717000;8.23;16;06;2020
17-06-2020;17.06.2020;t3pa;22.81;5332000;8.21;17;06;2020
18-06-2020;18.06.2020;t3pa;23.63;2717000;8.51;18;06;2020
19-06-2020;19.06.2020;t3pa;24.18;2363000;8.70;19;06;2020
22-06-2020;22.06.2020;t3pa;24.15;2717000;8.69;22;06;2020
23-06-2020;23.06.2020;t3pa;24.85;2717000;8.95;23;06;2020
25-06-2020;25.06.2020;t3pa;25.15;2717000;9.05;25;06;2020
26-06-2020;26.06.2020;t3pa;24.9;2363000;8.96;26;06;2020
29-06-2020;29.06.2020;t3pa;24.74;2717000;8.91;29;06;2020
30-06-2020;30.06.2020;t3pa;25.99;2717000;9.36;30;06;2020
01-07-2020;01.07.2020;t3pa;26.88;5332000;9.68;01;07;2020
02-07-2020;02.07.2020;t3pa;27.25;2717000;9.81;02;07;2020
03-07-2020;03.07.2020;t3pa;27;2363000;9.72;03;07;2020
06-07-2020;06.07.2020;t3pa;28.86;2717000;10.39;06;07;2020
07-07-2020;07.07.2020;t3pa;29.34;2717000;10.56;07;07;2020
09-07-2020;09.07.2020;t3pa;28.48;2717000;10.25;09;07;2020
10-07-2020;10.07.2020;t3pa;27.66;2363000;9.96;10;07;2020
13-07-2020;13.07.2020;t3pa;30.04;2717000;10.81;13;07;2020
14-07-2020;14.07.2020;t3pa;29.2;2717000;10.51;14;07;2020
15-07-2020;15.07.2020;t3pa;29.81;5332000;10.73;15;07;2020
16-07-2020;16.07.2020;t3pa;28.13;3594000;10.13;16;07;2020
17-07-2020;17.07.2020;t3pa;26.85;2363000;9.67;17;07;2020
20-07-2020;20.07.2020;t3pa;26.85;3594000;9.67;20;07;2020
21-07-2020;21.07.2020;t3pa;26.34;3594000;9.48;21;07;2020
23-07-2020;23.07.2020;t3pa;26.76;3594000;9.63;23;07;2020
24-07-2020;24.07.2020;t3pa;26.57;2363000;9.57;24;07;2020
27-07-2020;27.07.2020;t3pa;25.53;3594000;9.19;27;07;2020
28-07-2020;28.07.2020;t3pa;25.03;3594000;9.01;28;07;2020
29-07-2020;29.07.2020;t3pa;25.96;5332000;9.35;29;07;2020
30-07-2020;30.07.2020;t3pa;25.34;3594000;9.12;30;07;2020
31-07-2020;31.07.2020;t3pa;26.3;2363000;9.47;31;07;2020
03-08-2020;03.08.2020;t3pa;25.81;1797000;9.29;03;08;2020
04-08-2020;04.08.2020;t3pa;25.95;1797000;9.34;04;08;2020
06-08-2020;06.08.2020;t3pa;26.95;1797000;9.70;06;08;2020
07-08-2020;07.08.2020;t3pa;26.16;1181500;9.42;07;08;2020
10-08-2020;10.08.2020;t3pa;26.92;1797000;9.69;10;08;2020
11-08-2020;11.08.2020;t3pa;26.71;1797000;9.62;11;08;2020
12-08-2020;12.08.2020;t3pa;25.55;2666000;9.20;12;08;2020
13-08-2020;13.08.2020;t3pa;25.94;1797000;9.34;13;08;2020
14-08-2020;14.08.2020;t3pa;25.25;1181500;9.09;14;08;2020
17-08-2020;17.08.2020;t3pa;25.42;1797000;9.15;17;08;2020
18-08-2020;18.08.2020;t3pa;26.05;1797000;9.38;18;08;2020
20-08-2020;20.08.2020;t3pa;25.7;1797000;9.25;20;08;2020
21-08-2020;21.08.2020;t3pa;25.36;1181500;9.13;21;08;2020
24-08-2020;24.08.2020;t3pa;26.6;1797000;9.58;24;08;2020
25-08-2020;25.08.2020;t3pa;27.33;1797000;9.84;25;08;2020
26-08-2020;26.08.2020;t3pa;28.42;2668500;10.23;26;08;2020
27-08-2020;27.08.2020;t3pa;28.03;1901000;10.09;27;08;2020
28-08-2020;28.08.2020;t3pa;29.5;1187000;10.62;28;08;2020
01-09-2020;01.09.2020;t3pa;28.28;3952000;10.18;01;09;2020
04-09-2020;04.09.2020;t3pa;28.8;2593000;10.37;04;09;2020
07-09-2020;07.09.2020;t3pa;26.9;3952000;9.68;07;09;2020
08-09-2020;08.09.2020;t3pa;27.25;3952000;9.81;08;09;2020
09-09-2020;09.09.2020;t3pa;26.45;6398500;9.52;09;09;2020
10-09-2020;10.09.2020;t3pa;27.46;3952000;9.89;10;09;2020
11-09-2020;11.09.2020;t3pa;28.05;2593000;10.10;11;09;2020
14-09-2020;14.09.2020;t3pa;28.66;3952000;10.32;14;09;2020
15-09-2020;15.09.2020;t3pa;29.99;3952000;10.80;15;09;2020
17-09-2020;17.09.2020;t3pa;29.1;3952000;10.48;17;09;2020
18-09-2020;18.09.2020;t3pa;28.36;2593000;10.21;18;09;2020
21-09-2020;21.09.2020;t3pa;27.12;3952000;9.76;21;09;2020
22-09-2020;22.09.2020;t3pa;26.75;3952000;9.63;22;09;2020
23-09-2020;23.09.2020;t3pa;27.31;6398500;9.83;23;09;2020
24-09-2020;24.09.2020;t3pa;26.28;3952000;9.46;24;09;2020
25-09-2020;25.09.2020;t3pa;26.2;2593000;9.43;25;09;2020
28-09-2020;28.09.2020;t3pa;26.28;3952000;9.46;28;09;2020
29-09-2020;29.09.2020;t3pa;27.09;3952000;9.75;29;09;2020
01-10-2020;01.10.2020;t3pa;26.41;3952000;9.51;01;10;2020
02-10-2020;02.10.2020;t3pa;26.11;2593000;9.40;02;10;2020
05-10-2020;05.10.2020;t3pa;26.79;3952000;9.64;05;10;2020
06-10-2020;06.10.2020;t3pa;26.68;3952000;9.60;06;10;2020
07-10-2020;07.10.2020;t3pa;27.43;6398500;9.87;07;10;2020
08-10-2020;08.10.2020;t3pa;26.4;3952000;9.50;08;10;2020
09-10-2020;09.10.2020;t3pa;26;2593000;9.36;09;10;2020
12-10-2020;12.10.2020;t3pa;25.54;3952000;9.19;12;10;2020
13-10-2020;13.10.2020;t3pa;25.3;3952000;9.11;13;10;2020
15-10-2020;15.10.2020;t3pa;25.15;3952000;9.05;15;10;2020
16-10-2020;16.10.2020;t3pa;25.46;2593000;9.17;16;10;2020
19-10-2020;19.10.2020;t3pa;24.85;3952000;8.95;19;10;2020
20-10-2020;20.10.2020;t3pa;24.44;3952000;8.80;20;10;2020
21-10-2020;21.10.2020;t3pa;23.96;6398500;8.63;21;10;2020
22-10-2020;22.10.2020;t3pa;23.6;3952000;8.50;22;10;2020
23-10-2020;23.10.2020;t3pa;24.92;2593000;8.97;23;10;2020
26-10-2020;26.10.2020;t3pa;24.33;3952000;8.76;26;10;2020
27-10-2020;27.10.2020;t3pa;23.55;3952000;8.48;27;10;2020
29-10-2020;29.10.2020;t3pa;23.07;3951500;8.31;29;10;2020
30-10-2020;30.10.2020;t3pa;23.45;2593000;8.44;30;10;2020
02-11-2020;02.11.2020;t3pa;23.02;3951500;8.29;02;11;2020
03-11-2020;03.11.2020;t3pa;24.4;3951500;8.78;03;11;2020
04-11-2020;04.11.2020;t3pa;23.99;6398500;8.64;04;11;2020
05-11-2020;05.11.2020;t3pa;25.55;3951500;9.20;05;11;2020
06-11-2020;06.11.2020;t3pa;25.2;2593000;9.07;06;11;2020
09-11-2020;09.11.2020;t3pa;25.41;3951500;9.15;09;11;2020
10-11-2020;10.11.2020;t3pa;26.47;3951500;9.53;10;11;2020
12-11-2020;12.11.2020;t3pa;25.9;3951500;9.32;12;11;2020
13-11-2020;13.11.2020;t3pa;26.31;2593000;9.47;13;11;2020
16-11-2020;16.11.2020;t3pa;26.67;3951500;9.60;16;11;2020
17-11-2020;17.11.2020;t3pa;27.12;3951500;9.76;17;11;2020
18-11-2020;18.11.2020;t3pa;27.42;6398500;9.87;18;11;2020
19-11-2020;19.11.2020;t3pa;26.72;3951500;9.62;19;11;2020
20-11-2020;20.11.2020;t3pa;26.8;2593000;9.65;20;11;2020
23-11-2020;23.11.2020;t3pa;27.25;3951500;9.81;23;11;2020
24-11-2020;24.11.2020;t3pa;26.97;3951500;9.71;24;11;2020
26-11-2020;26.11.2020;t3pa;27.77;3951500;10.00;26;11;2020
27-11-2020;27.11.2020;t3pa;28.23;2593000;10.16;27;11;2020
30-11-2020;30.11.2020;t3pa;28.82;3951500;10.38;30;11;2020
01-12-2020;01.12.2020;t3pa;29.24;3951500;10.53;01;12;2020
02-12-2020;02.12.2020;t3pa;28.9;6398500;10.40;02;12;2020
03-12-2020;03.12.2020;t3pa;29.1;3951500;10.48;03;12;2020
04-12-2020;04.12.2020;t3pa;30;2593000;10.80;04;12;2020
07-12-2020;07.12.2020;t3pa;29.49;3951500;10.62;07;12;2020
08-12-2020;08.12.2020;t3pa;29.69;3951500;10.69;08;12;2020
10-12-2020;10.12.2020;t3pa;30.04;3951500;10.81;10;12;2020
11-12-2020;11.12.2020;t3pa;30.45;2598500;10.96;11;12;2020
14-12-2020;14.12.2020;t3pa;30.92;3959500;11.13;14;12;2020
29-01-2021;29.01.2021;t3pa;33.51;2651000;12.06;29;01;2021
01-02-2021;01.02.2021;t3pa;32.66;3288500;11.76;01;02;2021
02-02-2021;02.02.2021;t3pa;33.2;3288500;11.95;02;02;2021
03-02-2021;03.02.2021;t3pa;38;2575000;13.68;03;02;2021
04-02-2021;04.02.2021;t3pa;36.51;3288500;13.14;04;02;2021
05-02-2021;05.02.2021;t3pa;37.61;2651000;13.54;05;02;2021
08-02-2021;08.02.2021;t3pa;38.62;3288500;13.90;08;02;2021
09-02-2021;09.02.2021;t3pa;37.58;3288500;13.53;09;02;2021
10-02-2021;10.02.2021;t3pa;37.7;2575000;13.57;10;02;2021
11-02-2021;11.02.2021;t3pa;39.62;3288500;14.26;11;02;2021
12-02-2021;12.02.2021;t3pa;37.8;2651000;13.61;12;02;2021
15-02-2021;15.02.2021;t3pa;39.82;3288500;14.34;15;02;2021
16-02-2021;16.02.2021;t3pa;40.19;3288500;14.47;16;02;2021
17-02-2021;17.02.2021;t3pa;38.42;2575000;13.83;17;02;2021
18-02-2021;18.02.2021;t3pa;38.01;3288500;13.68;18;02;2021
19-02-2021;19.02.2021;t3pa;38.36;2651000;13.81;19;02;2021
22-02-2021;22.02.2021;t3pa;36.84;3288500;13.26;22;02;2021
23-02-2021;23.02.2021;t3pa;37.5;3288500;13.50;23;02;2021
24-02-2021;24.02.2021;t3pa;38.42;2575000;13.83;24;02;2021
25-02-2021;25.02.2021;t3pa;38.88;3288500;14.00;25;02;2021
26-02-2021;26.02.2021;t3pa;37.51;2651000;13.50;26;02;2021
01-03-2021;01.03.2021;t3pa;37.66;3288500;13.56;01;03;2021
02-03-2021;02.03.2021;t3pa;37.25;3288500;13.41;02;03;2021
03-03-2021;03.03.2021;t3pa;37.56;2575000;13.52;03;03;2021
04-03-2021;04.03.2021;t3pa;36.9;3288500;13.28;04;03;2021
05-03-2021;05.03.2021;t3pa;38.08;2651000;13.71;05;03;2021
08-03-2021;08.03.2021;t3pa;38.41;3288500;13.83;08;03;2021
09-03-2021;09.03.2021;t3pa;39.4;3288500;14.18;09;03;2021
10-03-2021;10.03.2021;t3pa;41;2575000;14.76;10;03;2021
11-03-2021;11.03.2021;t3pa;40.92;3288500;14.73;11;03;2021
12-03-2021;12.03.2021;t3pa;41.52;2651000;14.95;12;03;2021
15-03-2021;15.03.2021;t3pa;42.84;3288500;15.42;15;03;2021
16-03-2021;16.03.2021;t3pa;41.92;3288500;15.09;16;03;2021
17-03-2021;17.03.2021;t3pa;41.52;2575000;14.95;17;03;2021
18-03-2021;18.03.2021;t3pa;43.35;3288500;15.61;18;03;2021
19-03-2021;19.03.2021;t3pa;41.91;2651000;15.09;19;03;2021
22-03-2021;22.03.2021;t3pa;41.8;3288500;15.05;22;03;2021
23-03-2021;23.03.2021;t3pa;41.77;3288500;15.04;23;03;2021
24-03-2021;24.03.2021;t3pa;40.94;2575000;14.74;24;03;2021
25-03-2021;25.03.2021;t3pa;40.69;3290000;14.65;25;03;2021
26-03-2021;26.03.2021;t3pa;40.86;2651000;14.71;26;03;2021
29-03-2021;29.03.2021;t3pa;40.71;3288500;14.66;29;03;2021
30-03-2021;30.03.2021;t3pa;42.25;3288500;15.21;30;03;2021
31-03-2021;31.03.2021;t3pa;42.26;2575000;15.21;31;03;2021
01-04-2021;01.04.2021;t3pa;42.04;3288500;15.13;01;04;2021
06-04-2021;06.04.2021;t3pa;43.05;3288500;15.50;06;04;2021
07-04-2021;07.04.2021;t3pa;43.63;2575000;15.71;07;04;2021
08-04-2021;08.04.2021;t3pa;43.45;3288500;15.64;08;04;2021
09-04-2021;09.04.2021;t3pa;43.18;2651000;15.54;09;04;2021
12-04-2021;12.04.2021;t3pa;43.86;3288500;15.79;12;04;2021
13-04-2021;13.04.2021;t3pa;44.1;3288500;15.88;13;04;2021
14-04-2021;14.04.2021;t3pa;43.9;2575000;15.80;14;04;2021
15-04-2021;15.04.2021;t3pa;43.99;3288500;15.84;15;04;2021
16-04-2021;16.04.2021;t3pa;44.5;2651000;16.02;16;04;2021
19-04-2021;19.04.2021;t3pa;44.66;3288500;16.08;19;04;2021
20-04-2021;20.04.2021;t3pa;44.2;3288500;15.91;20;04;2021
21-04-2021;21.04.2021;t3pa;44.85;2575000;16.15;21;04;2021
22-04-2021;22.04.2021;t3pa;46.6;3288500;16.78;22;04;2021
23-04-2021;23.04.2021;t3pa;46.41;2651000;16.71;23;04;2021
26-04-2021;26.04.2021;t3pa;47.24;3288500;17.01;26;04;2021
27-04-2021;27.04.2021;t3pa;46.55;3288500;16.76;27;04;2021
28-04-2021;28.04.2021;t3pa;48;2575000;17.28;28;04;2021
29-04-2021;29.04.2021;t3pa;47.25;3288500;17.01;29;04;2021
30-04-2021;30.04.2021;t3pa;47.68;2651000;17.16;30;04;2021
04-05-2021;04.05.2021;t3pa;49.33;3288500;17.76;04;05;2021
05-05-2021;05.05.2021;t3pa;48.62;2575000;17.50;05;05;2021
06-05-2021;06.05.2021;t3pa;49.45;3288500;17.80;06;05;2021
07-05-2021;07.05.2021;t3pa;49.46;2651000;17.81;07;05;2021
10-05-2021;10.05.2021;t3pa;51.81;3288500;18.65;10;05;2021
11-05-2021;11.05.2021;t3pa;51.59;3288500;18.57;11;05;2021
12-05-2021;12.05.2021;t3pa;53.95;2575000;19.42;12;05;2021
17-05-2021;17.05.2021;t3pa;55.57;3288500;20.01;17;05;2021
18-05-2021;18.05.2021;t3pa;55.53;3288500;19.99;18;05;2021
19-05-2021;19.05.2021;t3pa;52.12;2575000;18.76;19;05;2021
20-05-2021;20.05.2021;t3pa;50.84;3288500;18.30;20;05;2021
21-05-2021;21.05.2021;t3pa;52.71;2651000;18.98;21;05;2021
25-05-2021;25.05.2021;t3pa;53.09;3288500;19.11;25;05;2021
26-05-2021;26.05.2021;t3pa;54.07;2575000;19.47;26;05;2021
27-05-2021;27.05.2021;t3pa;52.11;3288500;18.76;27;05;2021
28-05-2021;28.05.2021;t3pa;51.08;2651000;18.39;28;05;2021
01-06-2021;01.06.2021;t3pa;52.58;3288500;18.93;01;06;2021
02-06-2021;02.06.2021;t3pa;51.5;2575000;18.54;02;06;2021
03-06-2021;03.06.2021;t3pa;51.9;3288500;18.68;03;06;2021
04-06-2021;04.06.2021;t3pa;49.55;2651000;17.84;04;06;2021
07-06-2021;07.06.2021;t3pa;48.56;3288500;17.48;07;06;2021
08-06-2021;08.06.2021;t3pa;52.03;3288500;18.73;08;06;2021
09-06-2021;09.06.2021;t3pa;53.7;2575000;19.33;09;06;2021
10-06-2021;10.06.2021;t3pa;53.3;3288500;19.19;10;06;2021
11-06-2021;11.06.2021;t3pa;53.12;2651000;19.12;11;06;2021
14-06-2021;14.06.2021;t3pa;53.6;3288500;19.30;14;06;2021
15-06-2021;15.06.2021;t3pa;51.18;3288500;18.42;15;06;2021
16-06-2021;16.06.2021;t3pa;50.83;2575000;18.30;16;06;2021
17-06-2021;17.06.2021;t3pa;50.84;3288500;18.30;17;06;2021
18-06-2021;18.06.2021;t3pa;51.51;2651000;18.54;18;06;2021
21-06-2021;21.06.2021;t3pa;52.09;3288500;18.75;21;06;2021
22-06-2021;22.06.2021;t3pa;52.97;3288500;19.07;22;06;2021
23-06-2021;23.06.2021;t3pa;53.62;2575000;19.30;23;06;2021
24-06-2021;24.06.2021;t3pa;54.85;3288500;19.75;24;06;2021
25-06-2021;25.06.2021;t3pa;55.69;2651000;20.05;25;06;2021
28-06-2021;28.06.2021;t3pa;55.06;3288500;19.82;28;06;2021
29-06-2021;29.06.2021;t3pa;55.39;3290000;19.94;29;06;2021
30-06-2021;30.06.2021;t3pa;55.57;2575000;20.01;30;06;2021
01-07-2021;01.07.2021;t3pa;58.01;3288500;20.88;01;07;2021
02-07-2021;02.07.2021;t3pa;57.11;2651000;20.56;02;07;2021
05-07-2021;05.07.2021;t3pa;57.91;3288500;20.85;05;07;2021
06-07-2021;06.07.2021;t3pa;57.15;3288500;20.57;06;07;2021
07-07-2021;07.07.2021;t3pa;53.98;2575000;19.43;07;07;2021
08-07-2021;08.07.2021;t3pa;51.09;3288500;18.39;08;07;2021
09-07-2021;09.07.2021;t3pa;53.85;2651000;19.39;09;07;2021
12-07-2021;12.07.2021;t3pa;52.5;3288500;18.90;12;07;2021
13-07-2021;13.07.2021;t3pa;52.44;3288500;18.88;13;07;2021
14-07-2021;14.07.2021;t3pa;52;2575000;18.72;14;07;2021
15-07-2021;15.07.2021;t3pa;52.28;3288500;18.82;15;07;2021
16-07-2021;16.07.2021;t3pa;53.33;2651000;19.20;16;07;2021
19-07-2021;19.07.2021;t3pa;53.55;3288500;19.28;19;07;2021
20-07-2021;20.07.2021;t3pa;51.74;3288500;18.63;20;07;2021
21-07-2021;21.07.2021;t3pa;51.7;2575000;18.61;21;07;2021
22-07-2021;22.07.2021;t3pa;51.44;3288500;18.52;22;07;2021
23-07-2021;23.07.2021;t3pa;50.13;2651000;18.05;23;07;2021
26-07-2021;26.07.2021;t3pa;51.79;3288500;18.64;26;07;2021
27-07-2021;27.07.2021;t3pa;52.8;3288500;19.01;27;07;2021
28-07-2021;28.07.2021;t3pa;53.45;2575000;19.24;28;07;2021
29-07-2021;29.07.2021;t3pa;54.02;3288500;19.45;29;07;2021
30-07-2021;30.07.2021;t3pa;53;2651000;19.08;30;07;2021
02-08-2021;02.08.2021;t3pa;54.6;1644500;19.66;02;08;2021
03-08-2021;03.08.2021;t3pa;54.17;1644500;19.50;03;08;2021
04-08-2021;04.08.2021;t3pa;55;1287500;19.80;04;08;2021
05-08-2021;05.08.2021;t3pa;54.84;1644500;19.74;05;08;2021
06-08-2021;06.08.2021;t3pa;56.72;1325500;20.42;06;08;2021
09-08-2021;09.08.2021;t3pa;56;1644500;20.16;09;08;2021
10-08-2021;10.08.2021;t3pa;57.1;1644500;20.56;10;08;2021
11-08-2021;11.08.2021;t3pa;56.69;1287500;20.41;11;08;2021
12-08-2021;12.08.2021;t3pa;57.36;1644500;20.65;12;08;2021
13-08-2021;13.08.2021;t3pa;55.6;1325500;20.02;13;08;2021
16-08-2021;16.08.2021;t3pa;57.18;1644500;20.58;16;08;2021
17-08-2021;17.08.2021;t3pa;57.4;1644500;20.66;17;08;2021
18-08-2021;18.08.2021;t3pa;57.7;1287500;20.77;18;08;2021
19-08-2021;19.08.2021;t3pa;55.81;1644500;20.09;19;08;2021
20-08-2021;20.08.2021;t3pa;54.4;1325500;19.58;20;08;2021
23-08-2021;23.08.2021;t3pa;55.95;1644500;20.14;23;08;2021
24-08-2021;24.08.2021;t3pa;55.72;1644500;20.06;24;08;2021
25-08-2021;25.08.2021;t3pa;56.63;1300500;20.39;25;08;2021
26-08-2021;26.08.2021;t3pa;55.61;1644500;20.02;26;08;2021
27-08-2021;27.08.2021;t3pa;57.51;1328500;20.70;27;08;2021
31-08-2021;31.08.2021;t3pa;60.11;1759500;21.64;31;08;2021
01-09-2021;01.09.2021;t3pa;61.29;2066500;22.06;01;09;2021
03-09-2021;03.09.2021;t3pa;61.25;1805000;22.05;03;09;2021
06-09-2021;06.09.2021;t3pa;62.87;2515500;22.63;06;09;2021
07-09-2021;07.09.2021;t3pa;61.71;2515500;22.22;07;09;2021
08-09-2021;08.09.2021;t3pa;61.93;2066500;22.29;08;09;2021
09-09-2021;09.09.2021;t3pa;61.98;2515500;22.31;09;09;2021
10-09-2021;10.09.2021;t3pa;61.85;1805000;22.27;10;09;2021
13-09-2021;13.09.2021;t3pa;61.91;2515500;22.29;13;09;2021
14-09-2021;14.09.2021;t3pa;61.51;2515500;22.14;14;09;2021
15-09-2021;15.09.2021;t3pa;60.32;2066500;21.72;15;09;2021
16-09-2021;16.09.2021;t3pa;59.89;2515500;21.56;16;09;2021
17-09-2021;17.09.2021;t3pa;59.6;1805000;21.46;17;09;2021
20-09-2021;20.09.2021;t3pa;58.56;2524000;21.08;20;09;2021
21-09-2021;21.09.2021;t3pa;60.31;2515500;21.71;21;09;2021
22-09-2021;22.09.2021;t3pa;60.02;2066500;21.61;22;09;2021
23-09-2021;23.09.2021;t3pa;59.45;2515500;21.40;23;09;2021
24-09-2021;24.09.2021;t3pa;61.24;1805000;22.05;24;09;2021
27-09-2021;27.09.2021;t3pa;64;2515500;23.04;27;09;2021
28-09-2021;28.09.2021;t3pa;65;2515500;23.40;28;09;2021
29-09-2021;29.09.2021;t3pa;61.83;2066500;22.26;29;09;2021
30-09-2021;30.09.2021;t3pa;61.37;2515500;22.09;30;09;2021
01-10-2021;01.10.2021;t3pa;62.04;1805000;22.33;01;10;2021
04-10-2021;04.10.2021;t3pa;63.56;2515500;22.88;04;10;2021
05-10-2021;05.10.2021;t3pa;63.66;2515500;22.92;05;10;2021
06-10-2021;06.10.2021;t3pa;61.36;2066500;22.09;06;10;2021
07-10-2021;07.10.2021;t3pa;58.99;2515500;21.24;07;10;2021
08-10-2021;08.10.2021;t3pa;59.92;1805000;21.57;08;10;2021
11-10-2021;11.10.2021;t3pa;59.33;2515500;21.36;11;10;2021
12-10-2021;12.10.2021;t3pa;58.86;2515500;21.19;12;10;2021
13-10-2021;13.10.2021;t3pa;59.63;2066500;21.47;13;10;2021
14-10-2021;14.10.2021;t3pa;59.43;2515500;21.39;14;10;2021
